,Kasus harian,Kasus Impor,Kasus Lokal,Total kasus,Kasus aktif,% kasus aktif,"Sembuh
(baru)",Sembuh,Tingkat kesembuhan (seluruh kasus),Tingkat kesembuhan (closed cases),"Meninggal
(baru)","Meninggal
Dunia",Tingkat kematian (seluruh kasus),Tingkat kematian (closed cases),PDP,ODP,Suspek aktif,Jumlah spesimen diperiksa (dari 1 April),Jumlah orang diperiksa,Negatif,"Positif 
(=C)",Dalam Proses,Spesimen,Spesimen (PCR-TCM),Spesimen (Antigen),Orang yang dites,Orang yang dites (PCR-TCM),Orang yang dites (Antigen),Vaksinasi (ineligible),Jumlah test/juta penduduk,Test/Positif,Jumlah org yg dites / positif,Jumlah Test/Positif harian,Positif / Jumlah Tes,Positive rate harian,Case Growth Rate,Tingkat positivitas mingguan,Jumlah spesimen diperiksa (rata-rata 7 hari),Jumlah orang diperiksa (rata-rata 7 hari),Rasio spesimen/orang diperiksa (rata-rata 7 hari),,Dosis pertama,Dosis kedua,Dosis ketiga,Dosis pertama (%),Dosis kedua (%),Dosis pertama (harian),Dosis kedua (harian),Dosis harian,Dosis pertama (mingguan),Dosis kedua (mingguan),Rata2 dosis harian (mingguan),Dosis pertama (SDM kesehatan),Dosis kedua (SDM kesehatan),Dosis ketiga (SDM kesehatan),Dosis pertama (SDM kesehatan) %,Dosis kedua (SDM kesehatan) %,Dosis pertama (petugas publik),Dosis kedua (petugas publik),Dosis pertama (petugas publik) %,Dosis kedua (petugas publik) %,Dosis pertama (lansia),Dosis kedua (lansia),Dosis pertama (lansia) %,Dosis kedua (lansia) %,Dosis pertama (warga umum),Dosis kedua (warga umum),Dosis pertama (remaja),Dosis kedua (remaja),Dosis pertama (Vakgor),Dosis kedua (Vakgor),Test PCR Orang Nasional Rata-rata 7 hari,Pos Rate Nasional - rata-rata 7 hari,Test Orang DKI,Positif DKI,,Pos Rate DKI,Pos Rate DKI - 7 harian,NON DKI,Positif Non DKI,,Pos Rate Non DKI,Pos Rate Non DKI - 7 harian,CFR
8/11/2021,"24,709",,,"3,774,155",412776,10.94%,"36,637","3,247,715",86.05%,96.62%,"1,466","113,664",3.01%,3.38%,,,"302,070","28,740,077","19,449,602","15,675,447",,,"153,717","74,390","79,327","136,252","77,379","58,873",,"72,036",7.61,5.15,5.51,19.40%,18.13%,0.66%,22.55%,"198,739","130,407",1.52,,"52,027,456","26,144,162",,19.27%,9.68%,"232,285","641,313","873,598","453,005","551,454","1,004,459","1,607,824","1,481,324",,109.47%,100.86%,"26,759,728","15,054,515",154.44%,86.88%,"4,987,862","3,402,777",23.14%,15.79%,"16,322,823","5,660,410","2,349,219","545,136",,,,,,,,,,,,,,,
8/12/2021,"30,788",,,"3,804,943",400129,10.52%,"42,003","3,289,718",86.46%,96.62%,"1,432","115,096",3.02%,3.38%,,,"308,852","28,966,108","19,596,083","15,791,140",,,"226,031","115,201","110,830","146,481","65,465","81,016",,"72,578",7.61,5.15,4.76,19.42%,21.02%,0.82%,21.65%,"197,093","130,050",1.52,,"52,741,571","27,055,840",,19.53%,10.02%,"714,115","911,678","1,625,793","456,983","567,688","1,024,672","1,609,398","1,485,554",,109.57%,101.14%,"26,893,964","15,511,202",155.21%,89.52%,"5,005,427","3,434,272",23.22%,15.93%,"16,864,413","5,962,101","2,368,369","662,711",,,,,,,,,,,,,,,
8/13/2021,"28,598",,,"3,833,541",395577,10.32%,"31,880","3,321,598",86.65%,96.62%,"1,270","116,366",3.04%,3.38%,,,"302,433","29,188,690","19,722,499","15,888,958",,,"222,582","112,697","109,885","126,416","44,902","81,514",,"73,046",7.61,5.14,4.42,19.44%,22.62%,0.75%,21.72%,"195,206","127,530",1.53,,"53,365,941","27,899,974",,19.77%,10.33%,"624,370","844,134","1,468,504","485,885","624,549","1,110,434","1,611,081","1,489,303",,109.69%,101.40%,"26,905,129","15,924,767",155.28%,91.91%,"5,022,660","3,464,531",23.30%,16.07%,"17,444,749","6,248,463","2,382,322","772,910",,,,,,,,,,,,,,,
8/14/2021,"20,813",,,"3,854,354",384807,9.98%,"30,361","3,351,959",86.97%,96.61%,"1,222","117,588",3.05%,3.39%,,,"300,912","29,347,868","19,812,267","15,957,913",,,"159,178","84,936","74,242","89,768","34,749","55,019",,"73,379",7.61,5.14,4.31,19.45%,23.19%,0.54%,21.40%,"194,097","125,702",1.54,,"53,688,122","28,112,285",,19.88%,10.41%,"322,181","212,311","534,492","436,830","557,180","994,010","1,612,024","1,490,394",,109.75%,101.47%,"26,927,142","16,030,124",155.40%,92.51%,"5,027,024","3,470,203",23.32%,16.10%,"17,736,165","6,325,581","2,385,767","795,983",,,,,,,,,,,,,,,
8/15/2021,"17,384",,,"3,871,738",371021,9.58%,"29,925","3,381,884",87.35%,96.61%,"1,245","118,833",3.07%,3.39%,,,"306,164","29,476,878","19,890,644","16,018,906",,,"129,010","55,285","73,725","78,377","24,983","53,394",,"73,669",7.61,5.14,4.51,19.47%,22.18%,0.45%,21.54%,"191,784","122,700",1.56,,"54,028,976","28,609,254",,20.01%,10.60%,"340,854","496,969","837,823","455,910","570,470","1,026,380","1,614,606","1,492,997",,109.93%,101.65%,"26,958,719","16,284,905",155.59%,93.98%,"5,038,179","3,492,764",23.38%,16.21%,"18,024,343","6,487,403","2,393,129","851,185",,,,,,,,,,,,,,,
8/16/2021,"20,741",,,"3,892,479",358357,9.21%,"32,225","3,414,109",87.71%,96.60%,"1,180","120,013",3.08%,3.40%,,,"293,179","29,659,094","19,992,070","16,099,591",,,"182,216","97,871","84,345","101,426","36,149","65,277",,"74,045",7.62,5.14,4.89,19.47%,20.45%,0.54%,21.33%,"183,364","116,311",1.58,,"54,446,247","28,853,053",,20.17%,10.69%,"417,271","243,799","661,070","429,029","514,723","943,752","1,616,049","1,494,565",,110.03%,101.76%,"26,988,708","16,391,434",155.76%,94.60%,"5,044,492","3,499,461",23.40%,16.24%,"18,397,908","6,579,046","2,399,090","888,547",,,,,,,,,,,,,,,
8/17/2021,"15,768",,,"3,908,247",343203,8.78%,"29,794","3,443,903",88.12%,96.60%,"1,128","121,141",3.10%,3.40%,,,"282,964","29,796,276","20,070,696","16,162,449",,,"137,182","63,083","74,099","78,626","25,001","53,625",,"74,336",7.62,5.14,4.99,19.47%,20.05%,0.41%,20.97%,"172,845","108,192",1.6,,"54,992,421","29,527,386","297,422",20.37%,10.94%,"546,174","674,333","1,220,507","456,750","574,934","1,031,684","1,619,070","1,498,060","297,422",110.23%,101.99%,"27,270,521","16,710,847",157.39%,96.44%,"5,063,765","3,529,094",23.49%,16.37%,"18,626,801","6,811,282","2,412,264","978,103",,,,,,,,,,,,,,,
8/18/2021,"22,053",,,"3,930,300",334752,8.52%,"29,012","3,472,915",88.36%,96.59%,"1,492","122,633",3.12%,3.41%,,,"275,810","30,010,686","20,185,804","16,255,504",,,"214,410","103,163","111,247","115,108","39,733","75,375",,"74,762",7.64,5.14,5.22,19.47%,19.16%,0.56%,21.21%,"181,516","105,172",1.73,,"55,637,234","30,230,233","329,507",20.61%,11.20%,"644,813","702,847","1,379,745","515,683","583,724","1,103,991","1,622,338","1,501,857","329,507",110.46%,102.25%,"27,797,880","17,010,203",160.43%,98.17%,"5,083,907","3,558,550",23.59%,16.51%,"18,705,853","7,087,922","2,427,256","1,071,701",,,,,,,,,,,,,,,
8/19/2021,"20,004",,,"3,950,304",327286,8.29%,"26,122","3,499,037",88.58%,96.58%,"1,348","123,981",3.14%,3.42%,,,"269,480","30,213,170","20,299,651","16,349,347",,,"202,484","101,685","100,799","113,847","38,095","75,752",,"75,184",7.65,5.14,5.69,19.46%,17.57%,0.51%,20.66%,"178,152","100,510",1.77,,"55,995,182","30,585,478","365,335",20.74%,11.33%,"357,948","355,245","749,021","464,802","504,234","978,737","1,624,226","1,504,136","365,335",110.58%,102.41%,"28,099,157","17,181,096",162.17%,99.16%,"5,093,126","3,569,648",23.63%,16.56%,"18,745,307","7,217,073","2,433,366","1,113,525",,,,,,,,,,,,,,,
8/20/2021,"16,744",,,"3,967,048",319658,8.06%,"23,011","3,522,048",88.78%,96.56%,"1,361","125,342",3.16%,3.44%,,,"268,065","30,413,420","20,415,957","16,448,909",,,"200,250","94,985","105,265","116,306","37,275","79,031",,"75,615",7.67,5.15,6.95,19.43%,14.40%,0.42%,19.25%,"174,961","99,065",1.77,,"57,282,879","31,566,685","423,627",21.22%,11.69%,"598,148","619,482","1,275,922","461,056","472,141","951,226","1,627,357","1,507,894","423,627",110.80%,102.66%,"28,575,239","17,447,408",164.92%,100.69%,"5,113,316","3,592,892",23.72%,16.67%,"18,828,996","7,457,230","2,448,422","1,199,536","689,549","361,725",,,,,,,,,,,,,
8/21/2021,"12,408",,,"3,979,456",306760,7.71%,"24,276","3,546,324",89.12%,96.56%,"1,030","126,372",3.18%,3.44%,,,"262,664","30,561,830","20,501,173","16,521,717",,,"148,410","76,742","71,668","85,216","31,691","53,525",,"75,930",7.68,5.15,6.87,19.41%,14.56%,0.31%,18.16%,"173,423","98,415",1.76,,"57,338,901","31,601,400","424,625",21.24%,11.70%,"56,022","34,715","91,735","423,033","446,770","887,975","1,627,523","1,508,089","424,625",110.81%,102.68%,"28,604,774","17,456,088",165.09%,100.74%,"5,114,412","3,593,533",23.73%,16.67%,"18,833,376","7,460,927","2,449,355","1,200,856","709,461","381,907",,,,,,,,,,,,,
8/22/2021,"9,604",,,"3,989,060",290764,7.29%,"24,758","3,571,082",89.52%,96.56%,842,"127,214",3.19%,3.44%,,,"268,947","30,684,567","20,575,497","16,586,437",,,"122,737","49,919","72,818","74,324","21,178","53,146",,"76,206",7.69,5.16,7.74,19.39%,12.92%,0.24%,17.13%,"172,527","97,836",1.76,,"58,021,180","32,246,001","451,439",21.49%,11.94%,"682,279","644,601","1,353,694","471,808","467,860","961,671","1,630,171","1,511,295","451,439",110.99%,102.90%,"29,139,283","17,704,985",168.17%,102.18%,"5,133,555","3,614,799",23.82%,16.77%,"18,924,510","7,723,544","2,465,779","1,292,357","727,882","399,021",,,,,,,,,,,,,
8/23/2021,"19,106",,,"4,008,166",273750,6.83%,"35,082","3,606,164",89.97%,96.57%,"1,038","128,252",3.20%,3.43%,,,"260,434","30,870,419","20,699,341","16,691,175",,,"185,852","94,444","91,408","123,844","41,120","82,724",,"76,664",7.7,5.16,6.48,19.36%,15.43%,0.48%,16.36%,"173,046","101,039",1.71,,"58,710,455","32,797,967","477,315",21.74%,12.15%,"689,275","551,966","1,267,117","510,666","511,884","1,048,249","1,632,920","1,514,205","477,315",111.18%,103.09%,"29,707,888","17,915,483",171.45%,103.40%,"5,153,027","3,635,848",23.91%,16.87%,"18,996,660","7,951,095","2,478,886","1,370,995","741,074","410,341",,,,,,,,,,,,,
8/24/2021,"18,671",,,"4,026,837",257677,6.40%,"33,703","3,639,867",90.39%,96.57%,"1,041","129,293",3.21%,3.43%,,,"258,191","31,119,684","20,846,129","16,819,292",,,"249,265","97,075","152,190","146,788","41,951","104,837",,"77,208",7.73,5.18,7.86,19.32%,12.72%,0.47%,15.29%,"189,058","110,776",1.71,,"59,379,587","33,342,901","501,930",21.99%,12.35%,"669,132","544,934","1,238,681","528,231","493,399","1,050,845","1,635,703","1,516,815","501,930",111.37%,103.27%,"30,242,362","18,125,853",174.54%,104.61%,"5,173,665","3,657,656",24.00%,16.97%,"19,080,837","8,189,152","2,493,891","1,431,241","753,129","422,184",,,,,,,,,,,,,
8/25/2021,"16,899",,,"4,043,736",243588,6.02%,"30,099","3,669,966",90.76%,96.57%,889,"130,182",3.22%,3.43%,,,"255,969","31,325,458","20,974,752","16,931,016",,,"205,774","90,227","115,547","128,623","40,323","88,300",,"77,684",7.75,5.19,7.61,19.28%,13.14%,0.42%,14.38%,"187,825","112,707",1.67,,"59,425,320","33,356,097","502,719",22.01%,12.35%,"45,733","13,196","59,718","442,648","394,877","862,270","1,636,776","1,517,893","502,719",111.44%,103.34%,"30,282,166","18,131,469",174.77%,104.64%,"5,173,487","3,658,276",24.00%,16.97%,"19,058,757","8,182,296","2,520,139","1,442,731","753,995","423,432",,,,,,,,,,,,,
8/26/2021,"12,618",,,"4,056,354",236317,5.83%,"19,290","3,689,256",90.95%,96.58%,599,"130,781",3.22%,3.42%,,,"250,014","31,509,573","21,082,273","17,025,919",,,"184,115","88,319","95,796","107,521","36,953","70,568",,"78,082",7.77,5.2,8.52,19.24%,11.74%,0.31%,13.55%,"185,200","111,803",1.66,,"60,786,757","34,434,438","575,561",22.51%,12.75%,"1,361,437","1,078,341","2,512,620","586,004","498,176","1,114,212","1,642,557","1,523,167","575,561",111.83%,103.70%,"31,357,975","18,552,437",180.98%,107.07%,"5,213,872","3,698,155",24.19%,17.16%,"19,243,513","8,628,756","2,555,621","1,583,016","773,219","448,907",,,,,,,,,,,,,
8/27/2021,"10,050",,,"4,066,404",227182,5.59%,"18,594","3,707,850",91.18%,96.58%,591,"131,372",3.23%,3.42%,,,"248,139","31,691,247","21,186,587","17,120,183",,,"181,674","85,153","96,521","104,314","34,249","70,065",,"78,469",7.79,5.21,10.38,19.19%,9.63%,0.25%,12.89%,"182,547","110,090",1.66,,"61,463,766","34,802,520","601,253",22.76%,12.89%,"677,009","368,082","1,070,783","597,270","462,262","1,084,907","1,644,851","1,525,098","601,253",111.99%,103.84%,"31,905,230","18,706,665",184.13%,107.96%,"5,231,837","3,710,860",24.27%,17.22%,"19,279,214","8,762,125","2,614,059","1,636,685","788,575","461,087",,,,,,,,,,,,,
8/28/2021,"7,427",,,"4,073,831",217590,5.34%,"16,468","3,724,318",91.42%,96.58%,551,"131,923",3.24%,3.42%,,,"249,836","31,845,407","21,279,118","17,205,287",,,"154,160","70,917","83,243","92,531","30,287","62,244",,"78,812",7.82,5.22,12.46,19.14%,8.03%,0.18%,12.13%,"183,368","111,135",1.65,,"61,650,732","34,857,174","604,104",22.83%,12.91%,"186,966","54,654","244,471","615,976","465,111","1,106,726","1,645,220","1,525,425","604,104",112.01%,103.86%,"32,066,713","18,730,115",185.07%,108.10%,"5,235,767","3,712,507",24.29%,17.22%,"19,294,090","8,783,574","2,619,828","1,641,242","789,114","464,311",,,,,,,,,,,,,
8/29/2021,"5,436",,,"4,079,267",203060,4.98%,"19,398","3,743,716",91.77%,96.58%,568,"132,491",3.25%,3.42%,,,"251,951","31,970,830","21,357,173","17,277,906",,,"125,423","45,940","79,483","78,055","19,458","58,597",,"79,101",7.84,5.24,14.36,19.10%,6.96%,0.13%,11.54%,"183,752","111,668",1.65,,"62,616,264","35,524,022","623,456",23.19%,13.16%,"965,532","666,848","1,651,732","656,441","468,289","1,149,303","1,648,183","1,528,171","623,456",112.22%,104.04%,"32,886,361","19,011,305",189.80%,109.72%,"5,264,029","3,736,798",24.42%,17.34%,"19,379,705","9,046,586","2,637,009","1,715,885","800,977","485,277",,,,,,,,,,,,,
8/30/2021,"10,534",,,"4,089,801",196281,4.80%,"16,781","3,760,497",91.95%,96.58%,532,"133,023",3.25%,3.42%,,,"248,333","32,195,072","21,487,697","17,397,896",,,"224,242","96,012","128,230","130,524","39,766","90,758",,"79,584",7.87,5.25,12.39,19.03%,8.07%,0.26%,10.36%,"189,236","112,622",1.68,,"63,449,550","36,034,132","640,089",23.50%,13.35%,"833,286","510,110","1,360,029","677,014","462,309","1,162,576","1,650,527","1,530,369","640,089",112.38%,104.19%,"33,578,339","19,216,923",193.79%,110.91%,"5,288,325","3,758,348",24.54%,17.44%,"19,459,990","9,261,732","2,662,732","1,769,762","809,637","496,998",,,,,,,,,,,,,
8/31/2021,"10,337",,,"4,100,138",189571,4.62%,"16,394","3,776,891",92.12%,96.58%,653,"133,676",3.26%,3.42%,,,"251,359","32,415,133","21,621,776","17,521,638",,,"220,061","85,982","134,079","134,079","38,232","95,847",,"80,081",7.91,5.27,12.97,18.96%,7.71%,0.25%,9.45%,"185,064","110,807",1.67,,"64,221,751","36,453,133","653,351",23.79%,13.50%,"772,201","419,001","1,204,464","691,738","444,319","1,157,688","1,652,594","1,532,177","653,351",112.52%,104.32%,"34,220,145","19,390,587",197.49%,111.91%,"5,311,741","3,776,532",24.64%,17.52%,"19,531,232","9,452,643","2,690,891","1,796,315","815,148","504,879",,,,,,,,,,,,,
9/1/2021,"8,955",,,"4,109,093",176638,4.30%,"21,208","3,798,099",92.43%,96.58%,680,"134,356",3.27%,3.42%,,,"252,017","32,623,848","21,750,629","17,641,536",,,"208,715","82,052","126,663","128,853","35,757","93,096",,"80,558",7.94,5.29,14.39,18.89%,6.95%,0.22%,8.42%,"185,484","110,840",1.67,,"65,221,498","37,154,016","668,538",24.16%,13.76%,"999,747","700,883","1,715,817","828,025","542,560","1,394,274","1,655,018","1,534,594","668,538",112.68%,104.48%,"35,051,810","19,672,868",202.29%,113.54%,"5,342,318","3,804,082",24.79%,17.65%,"19,622,825","9,764,442","2,724,864","1,857,424","824,663","520,606",,,,,,,,,,,,,
9/2/2021,"7,797",,,"4,116,890",168317,4.09%,"15,544","3,813,643",92.63%,96.58%,574,"134,930",3.28%,3.42%,,,"256,777","32,833,137","21,878,972","17,762,082",,,"209,289","83,534","125,755","128,343","35,166","93,177",,"81,033",7.98,5.31,16.46,18.82%,6.08%,0.19%,7.60%,"189,081","113,814",1.66,,"65,948,942","37,721,157","697,163",24.43%,13.97%,"727,444","567,141","1,323,210","737,455","469,531","1,224,358","1,657,214","1,536,732","697,163",112.83%,104.63%,"35,652,058","19,947,133",205.76%,115.12%,"5,366,032","3,823,324",24.90%,17.74%,"19,690,650","9,984,582","2,750,043","1,893,080","832,945","536,306",,,,,,,,,,,,,
9/3/2021,"6,727",,,"4,123,617",160699,3.90%,"13,806","3,827,449",92.82%,96.58%,539,"135,469",3.29%,3.42%,,,"259,426","33,043,568","22,007,274","17,883,657",,,"210,431","85,068","125,363","128,302","36,903","91,399",,"81,508",8.01,5.34,19.07,18.74%,5.24%,0.16%,6.97%,"193,189","117,241",1.65,,"66,735,737","38,206,660","712,471",24.72%,14.15%,"786,795","485,503","1,287,606","753,139","486,306","1,255,333","1,658,660","1,538,013","712,471",112.93%,104.71%,"36,314,194","20,161,903",209.58%,116.36%,"5,392,864","3,842,454",25.02%,17.83%,"19,750,839","10,198,925","2,771,447","1,911,950","847,733","553,415",,,,,,,,,,,,,
9/4/2021,"5,403",,,"4,129,020",155519,3.77%,"10,191","3,837,640",92.94%,96.58%,392,"135,861",3.29%,3.42%,,,"264,081","33,215,453","22,112,218","17,983,198",,,"171,885","73,115","98,770","104,944","32,829","72,115",,"81,897",8.04,5.36,19.42,18.67%,5.15%,0.13%,6.62%,"195,721","119,014",1.64,,"66,781,416","38,222,022","713,068",24.73%,14.16%,"45,679","15,362","61,638","732,955","480,693","1,229,214","1,658,739","1,538,134","713,068",112.93%,104.72%,"36,351,178","20,169,407",209.79%,116.40%,"5,394,689","3,842,967",25.03%,17.83%,"19,755,740","10,204,283","2,773,186","1,912,657","847,884","554,574",,,,,,,,,,,,,
9/5/2021,"4,413",,,"4,133,433",146271,3.54%,"13,049","3,850,689",93.16%,96.58%,612,"136,473",3.30%,3.42%,,,"108,666","33,368,395","22,208,725","18,075,292",,,"152,942","44,637","108,305","96,507","20,573","75,934",,"82,255",8.07,5.37,21.87,18.61%,4.57%,0.11%,6.36%,"199,652","121,650",1.64,,"67,822,376","38,848,452","722,837",25.12%,14.39%,"1,040,960","626,430","1,677,159","743,730","474,919","1,232,846","1,660,616","1,539,930","722,837",113.06%,104.85%,"37,221,724","20,415,451",214.82%,117.82%,"5,427,092","3,866,088",25.18%,17.94%,"19,856,186","10,510,730","2,802,622","1,937,024","854,136","579,229",,,,,,,,,,,,,
9/6/2021,"7,201",,,"4,140,634",138630,3.35%,"14,159","3,864,848",93.34%,96.57%,683,"137,156",3.31%,3.43%,,,"127,465","33,620,034","22,367,690","18,227,056",,,"251,639","90,044","161,595","158,965","42,418","116,547",,"82,843",8.12,5.4,22.08,18.51%,4.53%,0.17%,5.78%,"203,566","125,713",1.62,,"68,797,872","39,408,882","732,372",25.48%,14.60%,"975,496","560,430","1,545,460","764,046","482,107","1,259,336","1,662,463","1,541,780","732,372",113.19%,104.97%,"37,744,136","20,619,354",217.83%,119.00%,"5,457,881","3,889,889",25.32%,18.05%,"20,241,255","10,806,874","2,829,803","1,961,850","862,336","589,137",,,,,,,,,,,,,
9/7/2021,"6,731",,,"4,147,365",132823,3.20%,"11,912","3,876,760",93.48%,96.57%,626,"137,782",3.32%,3.43%,,,"150,134","33,852,336","22,513,350","18,365,985",,,"232,302","84,905","147,397","145,660","38,460","107,200",,"83,383",8.16,5.43,21.64,18.42%,4.62%,0.16%,5.30%,"205,315","127,368",1.61,,"69,773,367","39,969,311","741,907",25.84%,14.80%,"975,496","560,430","1,545,460","793,088","502,311","1,308,050","1,664,309","1,543,629","741,907",113.31%,105.10%,"38,266,547","20,823,256",220.85%,120.18%,"5,488,669","3,913,690",25.47%,18.16%,"20,626,323","11,103,017","2,856,984","1,986,675","870,535","599,044",,,,,,,,,,,,,
9/8/2021,"5,990",,,"4,153,355",127829,3.08%,"10,650","3,887,410",93.60%,96.57%,334,"138,116",3.33%,3.43%,,,"180,998","34,083,614","22,661,808","18,508,453",,,"231,278",,,"148,458",,,,"83,933",8.21,5.46,24.78,18.33%,4.03%,0.14%,4.86%,"208,538","130,168",1.6,,"70,850,705","40,610,338","750,507",26.24%,15.04%,"1,077,338","641,027","1,726,965","804,172","493,760","1,309,643","1,666,558","1,546,005","750,507",113.47%,105.26%,"27,550,939","13,855,030",159.00%,79.96%,"5,595,787","3,984,913",25.96%,18.49%,"32,065,813","18,503,201","3,093,171","2,109,885","878,437","611,304",,,,,,,,,,,,,
9/9/2021,"5,376",,,"4,158,731",118534,2.85%,"14,356","3,901,766",93.82%,96.57%,315,"138,431",3.33%,3.43%,,,"209,579","34,319,295","22,811,588","18,652,857",,,"235,681","84,338","151,343","149,780","39,636","110,144",,"84,487",8.25,5.49,27.86,18.23%,3.59%,0.13%,4.49%,"212,308","133,231",1.59,,"71,662,717","41,182,184","767,621",26.54%,15.25%,"812,012","571,846","1,400,972","816,254","494,432","1,320,751","1,952,700","1,783,761","767,621",132.95%,121.45%,"27,452,274","13,855,246",158.43%,79.96%,"5,617,831","3,999,204",26.07%,18.56%,"32,640,804","18,786,864","3,111,365","2,132,801","887,743","624,308",,,,,,,,,,,,,
9/10/2021,"5,001",,,"4,163,732",115679,2.78%,"7,586","3,909,352",93.89%,96.57%,270,"138,701",3.33%,3.43%,,,"229,927","34,550,865","22,954,723","18,790,991",,,"231,570","87,152","144,418","143,135","40,251","102,884",,"85,017",8.3,5.51,28.62,18.14%,3.49%,0.12%,4.23%,"215,328","135,350",1.59,,"72,607,869","41,631,343","777,759",26.89%,15.42%,"945,152","449,159","1,404,449","838,876","489,240","1,337,443","1,953,565","1,785,482","777,759",133.01%,121.56%,"27,480,368","13,928,692",158.60%,80.39%,"5,649,987","4,014,271",26.21%,18.63%,"33,494,766","19,112,955","3,130,176","2,149,206","899,007","640,737",,,,,,,,,,,,,
9/11/2021,"3,779",,,"4,167,511",109869,2.64%,"9,401","3,918,753",94.03%,96.58%,188,"138,889",3.33%,3.42%,,,"258,210","34,748,917","23,078,739","18,911,228",,,"198,052","78,263","119,789","124,016","36,984","87,032",,"85,477",8.34,5.54,32.82,18.06%,3.05%,0.09%,3.98%,"219,066","138,074",1.59,,"72,871,306","41,784,218","779,254",26.99%,15.48%,"263,437","152,875","417,807","869,984","508,885","1,388,325","1,953,826","1,785,952","779,254",133.03%,121.60%,"27,492,012","13,955,087",158.66%,80.54%,"5,661,149","4,017,768",26.27%,18.64%,"33,726,706","19,222,845","3,134,031","2,153,773","903,582","648,793",,,,,,,,,,,,,
9/12/2021,"2,577",,,"4,170,088",99696,2.39%,"12,474","3,931,227",94.27%,96.58%,276,"139,165",3.34%,3.42%,,,"286,170","34,926,151","23,199,268","19,029,180",,,"177,234","45,981","131,253","120,529","21,708","98,821",,"85,923",8.38,5.56,46.77,17.98%,2.14%,0.06%,3.70%,"222,537","141,506",1.57,,"73,834,577","42,327,685","792,385",27.35%,15.68%,"963,271","543,467","1,519,869","858,886","497,033","1,365,855","1,954,573","1,788,254","792,385",133.08%,121.75%,"27,520,517","14,051,006",158.83%,81.09%,"5,696,722","4,037,864",26.43%,18.73%,"34,592,207","19,621,774","3,159,775","2,169,589","910,783","659,198",,,,,,,,,,,,,
9/13/2021,"4,128",,,"4,174,216",92328,2.21%,"11,246","3,942,473",94.45%,96.58%,250,"139,415",3.34%,3.42%,,,"304,706","35,204,831","23,384,990","19,210,774",,,"278,680","85,520","193,160","185,722","40,030","145,692",,"86,611",8.43,5.6,44.99,17.85%,2.22%,0.10%,3.30%,"226,400","145,329",1.56,,"74,813,172","42,777,950","805,331",27.71%,15.84%,"978,595","450,265","1,441,806","859,329","481,296","1,351,047","1,957,966","1,792,031","805,331",133.31%,122.01%,"27,545,113","14,136,148",158.97%,81.58%,"5,733,379","4,055,706",26.60%,18.82%,"35,471,669","19,936,261","3,184,854","2,187,160","920,191","670,644",,,,,,,,,,,,,
9/14/2021,"3,948",,,"4,178,164",84963,2.03%,"11,046","3,953,519",94.62%,96.59%,267,"139,682",3.34%,3.41%,,,"333,326","35,437,272","23,538,483","19,360,319",,,"232,441","86,083","146,358","153,493","41,017","112,476",,"87,180",8.48,5.63,38.88,17.75%,2.57%,0.09%,3.00%,"226,419","146,448",1.55,,"75,786,163","43,283,572","816,766",28.07%,16.03%,"972,991","505,622","1,490,048","858,971","473,466","1,343,131","1,959,676","1,794,891","816,766",133.42%,122.20%,"27,569,562","14,289,388",159.11%,82.47%,"5,771,551","4,076,671",26.78%,18.91%,"36,362,489","20,239,930","3,196,879","2,200,521","926,006","682,171",,,,,,,,,,,,,
9/15/2021,"3,145",,,"4,181,309",73238,1.75%,"14,633","3,968,152",94.90%,96.59%,237,"139,919",3.35%,3.41%,,,"354,479","35,536,402","23,593,249","19,411,940",,,"243,711","81,535","162,177","174,110","53,192","120,919",,"87,382",8.5,5.64,55.36,17.72%,1.81%,0.08%,3.00%,"207,541","133,063",1.56,,"76,578,844","43,742,746","823,765",28.36%,16.20%,"792,681","459,174","1,258,854","818,306","447,487","1,276,258","1,960,432","1,796,999","823,765",133.47%,122.35%,"27,587,645","14,479,369",159.22%,83.56%,"5,791,922","4,090,176",26.87%,18.98%,"37,090,649","20,464,953","3,214,721","2,220,303","933,475","690,946",,,,,,,,,,,,,
9/16/2021,"3,835",,,"4,185,144",68942,1.65%,"7,912","3,976,064",95.00%,96.60%,219,"140,138",3.35%,3.40%,,,"234,397","35,924,694","23,886,703","19,701,559",,,"243,711","81,535","162,177","174,110","53,192","120,919",,"88,469",8.58,5.71,45.4,17.52%,2.20%,0.09%,2.46%,"229,343","153,588",1.49,,"77,884,513","44,331,212","843,987",28.85%,16.42%,"1,305,669","588,466","1,914,357","888,828","449,861","1,349,599","1,961,649","1,800,033","843,987",133.56%,122.55%,"27,616,602","14,726,320",159.38%,84.99%,"5,852,388","4,115,113",27.15%,19.09%,"38,270,204","20,741,093","3,240,924","2,245,557","942,746","703,096",,,,,,,,,,,,,
